RPM,MPH,CurrentGear,RevMatch,Time
655,0,1,-1,118
659,0,1,-1,213
663,0,1,-1,520
672,0,1,-1,620
667,0,1,-1,1146
661,0,1,-1,1247
657,0,1,-1,1579
650,0,1,-1,1677
648,0,1,-1,1785
651,0,1,-1,2091
644,0,1,-1,2191
649,0,1,-1,2304
649,0,1,-1,2608
649,0,1,-1,2923
655,0,1,-1,3039
655,0,1,-1,3137
654,0,1,-1,3450
662,0,1,-1,3535
658,0,1,-1,3644
660,0,1,-1,3769
662,0,1,-1,3864
660,0,1,-1,3973
661,0,1,-1,4294
653,0,1,-1,4403
651,0,1,-1,4524
652,0,1,-1,4624
647,0,1,-1,4732
652,0,1,-1,4862
648,0,1,-1,4962
647,0,1,-1,5043
648,0,1,-1,5174
646,0,1,-1,5489
654,0,1,-1,5604
655,0,1,-1,5914
657,0,1,-1,6002
659,0,1,-1,6074
661,0,1,-1,6173
853,0,1,-1,6707
1119,0,1,-1,6807
1290,0,1,-1,6907
1414,0,1,-1,7034
1546,0,1,-1,7140
1566,0,1,-1,7444
1532,0,1,-1,7535
1462,0,1,-1,7643
826,2,1,-1,8459
1126,2,1,-1,8563
1319,3,1,-1,8663
1423,4,1,-1,8971
1245,4,1,-1,9061
1142,5,1,-1,9381
1462,5,1,-1,9489
1476,6,1,-1,9607
1443,6,1,-1,9704
1504,6,1,-1,9808
1596,6,1,-1,9918
1670,6,1,-1,10208
1820,8,1,-1,10708
1886,8,1,-1,10803
1938,8,1,-1,10903
1977,8,1,-1,10996
1976,8,1,-1,11119
1964,8,1,-1,11228
1896,8,1,-1,11533
1471,8,1,-1,11621
1329,8,1,-1,11724
1029,8,2,865,11852
1028,8,2,865,11944
1242,8,1,-1,12247
1175,8,2,865,12358
1199,9,2,973,12443
1248,9,2,973,12553
1316,9,2,973,12844
1339,9,2,973,12946
1358,10,2,1081,13046
1386,10,2,1081,13149
1415,10,2,1081,13274
1452,11,2,1189,13577
1450,11,2,1189,13684
1456,11,2,1189,13970
1456,11,2,1189,14070
1454,11,2,1189,14164
1461,11,2,1189,14276
1459,11,2,1189,14564
1450,11,2,1189,14670
1453,11,2,1189,14799
1442,11,2,1189,14909
1435,11,2,1189,15023
1420,11,2,1189,15125
1380,10,2,1081,15427
1413,10,2,1081,15524
1384,10,2,1081,15623
1314,10,2,1081,15724
1335,10,2,1081,15823
1365,9,2,973,16331
1368,10,2,1081,16435
1361,10,2,1081,16526
1378,10,2,1081,16988
1377,10,2,1081,17287
1378,10,2,1081,17385
1354,10,2,1081,17482
1381,10,2,1081,17783
1385,10,2,1081,17874
1381,10,2,1081,17981
1375,10,2,1081,18274
1378,10,2,1081,18573
1389,10,2,1081,18674
1390,10,2,1081,18773
1365,10,2,1081,19090
1371,10,2,1081,19173
1378,10,2,1081,19273
1386,10,2,1081,19396
1375,10,2,1081,19474
1392,10,2,1081,19574
1399,10,2,1081,19674
1391,10,2,1081,19773
1410,10,2,1081,19881
1422,10,2,1081,19964
1465,11,2,1189,20651
1411,11,2,1189,20951
1372,11,2,1189,21043
1303,11,2,1189,21144
1220,11,2,1189,21240
1173,11,2,1189,21531
1083,11,2,1189,21628
1040,10,2,1081,21928
902,9,2,973,22216
887,9,2,973,22303
882,9,2,973,22405
876,8,2,865,22504
876,7,2,757,22794
873,6,2,648,22895
872,5,1,-1,23195
844,4,1,-1,23489
825,4,1,-1,23583
825,3,1,-1,23686
817,3,1,-1,23784
812,3,1,-1,24079
817,2,1,-1,24178
815,1,1,-1,24269
797,1,1,-1,24614
806,1,1,-1,24719
810,0,1,-1,24824
824,0,1,-1,24908
829,0,1,-1,25006
828,0,1,-1,25109
821,0,1,-1,25205
833,0,1,-1,25307
864,0,1,-1,25795
1229,1,1,-1,26286
1288,3,1,-1,26572
1406,3,1,-1,26666
1637,3,1,-1,26768
1797,4,1,-1,26866
1833,4,1,-1,26967
1834,4,1,-1,27071
1877,8,1,-1,27596
2004,8,1,-1,27696
2126,9,1,-1,27795
2301,9,1,-1,27904
2457,9,1,-1,27999
2547,10,1,-1,28096
2617,11,1,-1,28193
2457,11,1,-1,28296
2235,11,1,-1,28400
2093,11,1,-1,28494
1942,11,1,-1,28597
1803,11,1,-1,28729
1908,11,1,-1,28825
1902,12,1,-1,28931
1933,13,2,1405,29229
1886,13,2,1405,29333
1838,14,2,1514,29426
1909,14,2,1514,29519
1991,14,2,1514,29656
2067,15,2,1622,29753
2105,16,2,1730,29873
2138,16,2,1730,29979
2209,16,2,1730,30058
2217,17,2,1838,30192
2259,17,2,1838,30293
2293,17,2,1838,30375
2293,18,2,1946,30480
2331,18,2,1946,30602
2335,18,2,1946,30685
2341,18,2,1946,30773
2361,18,2,1946,31065
2396,18,2,1946,31165
2424,18,2,1946,31267
2426,18,2,1946,31362
2427,18,2,1946,31463
2446,18,2,1946,31588
2460,18,2,1946,31668
2475,18,2,1946,31756
2412,19,2,2054,31857
2293,19,2,2054,31949
2147,19,2,2054,32044
1992,19,2,2054,32143
1854,19,2,2054,32236
1710,19,3,1457,32343
1607,19,3,1457,32431
1381,19,3,1457,32735
1331,19,3,1457,32846
1263,19,4,1135,32926
1166,18,4,1075,33416
1094,17,4,1015,33504
980,15,4,896,33997
956,15,4,896,34093
916,13,3,996,34385
914,13,3,996,34455
909,13,3,996,34544
906,11,3,843,34844
876,8,2,865,35328
874,8,2,865,35417
870,8,2,865,35499
872,8,2,865,35574
876,8,2,865,35654
880,7,2,757,35740
879,7,2,757,35815
879,4,1,-1,36296
847,3,1,-1,36579
846,3,1,-1,36676
854,3,1,-1,36975
866,3,1,-1,37061
892,3,1,-1,37142
971,3,1,-1,37213
1036,3,1,-1,37294
1230,3,1,-1,37397
1432,3,1,-1,37528
1667,4,1,-1,37617
1825,4,1,-1,37694
1971,4,1,-1,37773
2117,5,1,-1,37867
2228,6,1,-1,37939
2307,6,1,-1,38027
2351,8,1,-1,38316
2305,9,1,-1,38414
2291,9,1,-1,38492
2340,9,1,-1,38573
2533,10,1,-1,38694
2945,12,1,-1,38973
3008,13,1,-1,39266
3403,14,1,-1,39383
3529,14,1,-1,39456
3244,14,1,-1,39533
3118,14,1,-1,39616
2990,14,1,-1,39735
2805,14,1,-1,39821
2829,14,1,-1,39937
2781,15,1,-1,40045
2636,15,1,-1,40146
2494,16,1,-1,40243
2274,16,2,1730,40340
2120,16,2,1730,40428
2164,17,2,1838,40495
2285,18,2,1946,40781
2366,18,2,1946,40856
2440,18,2,1946,40933
2478,18,2,1946,41014
2514,19,2,2054,41097
2544,19,2,2054,41220
2622,19,2,2054,41303
2644,20,2,2163,41375
2679,20,2,2163,41454
2750,21,2,2271,41538
2782,21,2,2271,41615
2804,21,2,2271,41695
2848,21,2,2271,41779
2911,22,2,2379,41858
2938,22,2,2379,41938
2972,22,2,2379,42021
3017,22,2,2379,42102
3057,23,2,2487,42187
3099,23,2,2487,42256
3143,24,2,2595,42336
3186,24,2,2595,42617
3323,25,2,2703,42692
3360,25,2,2703,42776
3419,26,2,2811,42855
3449,26,2,2811,42936
3482,26,2,2811,43029
3530,26,2,2811,43102
3567,27,2,2920,43177
3606,27,2,2920,43255
3657,27,2,2920,43356
3698,28,2,3028,43413
3736,28,2,3028,43493
3766,29,2,3136,43577
3819,29,2,3136,43655
3862,29,2,3136,43739
3948,29,2,3136,43855
3921,29,2,3136,43938
3785,29,2,3136,44019
3641,29,2,3136,44118
3429,29,2,3136,44228
3262,29,2,3136,44314
3204,29,2,3136,44397
3312,29,2,3136,44484
3287,29,2,3136,44576
3003,29,2,3136,44654
2739,30,3,2300,44736
2620,30,3,2300,44813
2706,30,3,2300,44892
2737,30,3,2300,44974
2731,31,3,2377,45054
2757,31,3,2377,45140
2764,31,3,2377,45223
2775,31,3,2377,45298
2809,31,3,2377,45372
2815,31,3,2377,45455
2831,31,3,2377,45536
2844,32,3,2453,45616
2862,32,3,2453,45713
2885,32,3,2453,45773
2892,32,3,2453,45857
2916,32,3,2453,45951
2925,32,3,2453,46017
2938,32,3,2453,46094
2961,33,3,2530,46178
2977,33,3,2530,46255
2992,33,3,2530,46338
3005,34,3,2607,46426
3027,34,3,2607,46505
3033,34,3,2607,46588
3057,34,3,2607,46672
3063,34,3,2607,46737
3080,34,3,2607,46818
3107,34,3,2607,46894
3156,35,3,2684,47174
3175,35,3,2684,47254
3195,36,3,2760,47336
3188,36,3,2760,47414
3220,36,3,2760,47499
3240,36,3,2760,47573
3252,36,3,2760,47654
3271,36,3,2760,47738
3284,36,3,2760,47827
3327,37,3,2837,48299
3399,37,3,2837,48375
3409,38,3,2914,48454
3419,38,3,2914,48544
3448,39,3,2990,48614
3454,39,3,2990,48710
3479,39,3,2990,48974
3528,39,3,2990,49056
3538,39,3,2990,49137
3563,39,3,2990,49233
3585,41,3,3144,49538
3654,42,3,3220,50078
3748,42,3,3220,50134
3766,42,3,3220,50215
3790,42,3,3220,50296
3786,42,3,3220,50375
3833,42,3,3220,50467
3835,43,3,3297,50535
3851,43,3,3297,50620
3862,43,3,3297,50725
3908,44,3,3374,50814
3901,44,3,3374,51110
3308,43,3,3297,51374
3168,43,3,3297,51484
2990,43,3,3297,51573
2943,43,3,3297,51668
2915,43,4,2568,51733
2807,43,4,2568,51851
2845,43,4,2568,52133
2888,43,4,2568,52214
2841,43,4,2568,52300
2885,44,4,2628,52577
2895,44,4,2628,52656
2903,44,4,2628,52778
2916,44,4,2628,52855
2921,44,4,2628,52967
2933,44,4,2628,53055
2920,44,4,2628,53138
2947,44,4,2628,53214
2939,44,4,2628,53333
2951,45,4,2688,53648
2988,45,4,2688,53734
2986,45,4,2688,53815
2988,45,4,2688,53894
2990,45,4,2688,53985
2998,45,4,2688,54070
3008,45,4,2688,54134
3016,45,4,2688,54218
3008,45,4,2688,54295
3010,45,4,2688,54377
3018,45,4,2688,54458
3017,45,4,2688,54538
3014,45,4,2688,54818
3003,45,4,2688,54897
2984,45,4,2688,55178
2991,45,4,2688,55258
2999,45,4,2688,55335
2998,45,4,2688,55419
2986,45,4,2688,55498
2994,45,4,2688,55575
2997,45,4,2688,55655
2994,45,4,2688,55735
2999,45,4,2688,56022
2989,45,4,2688,56095
2989,45,4,2688,56180
2953,45,4,2688,56497
2966,45,4,2688,56645
2936,44,4,2628,56915
2940,44,4,2628,56994
2935,44,4,2628,57074
2939,44,4,2628,57169
2928,44,4,2628,57440
2897,44,4,2628,57961
2866,43,4,2568,58039
2855,43,4,2568,58530
2833,43,4,2568,58593
2827,42,4,2509,58678
2851,43,4,2568,58755
2824,43,4,2568,58837
2847,42,4,2509,59117
2784,42,4,2509,59196
2835,42,4,2509,59277
2809,42,4,2509,59562
2824,42,4,2509,59649
2815,42,4,2509,59916
2823,43,4,2568,60197
2837,43,4,2568,60275
2843,43,4,2568,60370
2842,43,4,2568,60636
2858,43,4,2568,61320
2873,43,4,2568,61405
2903,44,4,2628,61675
2893,44,4,2628,61756
2891,44,4,2628,61834
2904,44,4,2628,62128
2917,44,4,2628,62194
2940,44,4,2628,62289
2947,45,4,2688,62758
2995,45,4,2688,62836
2990,45,4,2688,62917
3003,45,4,2688,62996
3016,46,4,2748,63479
3059,46,4,2748,63558
3071,46,4,2748,63638
3087,47,4,2807,63713
3096,47,4,2807,63793
3120,47,4,2807,64078
3132,47,4,2807,64155
3137,47,4,2807,64235
3139,48,4,2867,64519
3184,48,4,2867,64598
3188,48,4,2867,64672
3192,48,4,2867,64759
3190,48,4,2867,64835
3200,48,4,2867,64914
3235,49,4,2927,65401
3245,49,4,2927,65493
3289,50,4,2986,65763
3409,51,4,3046,67150
3376,51,4,3046,67430
2928,50,4,2986,67746
2747,50,4,2986,67820
2759,50,4,2986,67895
2795,50,4,2986,67990
2891,51,4,3046,68054
2643,50,5,2380,68135
2708,51,5,2428,68218
2693,51,5,2428,68496
2699,51,5,2428,68790
2708,51,5,2428,68857
2705,51,5,2428,68938
2713,52,5,2476,69019
2711,52,5,2476,69127
2716,52,5,2476,69431
2730,52,5,2476,69525
2733,52,5,2476,69813
2755,52,5,2476,70521
2771,52,5,2476,70613
2757,52,5,2476,70926
2787,53,5,2523,71405
2778,53,5,2523,71490
2789,53,5,2523,71564
2795,53,5,2523,71664
2790,53,5,2523,71979
2802,53,5,2523,72471
2800,54,5,2571,72969
2811,54,5,2571,73249
2823,54,5,2571,73547
2836,54,5,2571,73629
2828,54,5,2571,73695
2834,54,5,2571,73780
2852,54,5,2571,73873
2835,54,5,2571,74154
2858,54,5,2571,74434
2865,54,5,2571,74526
2869,54,5,2571,74636
2867,54,5,2571,74719
2875,55,5,2618,74795
2885,55,5,2618,75501
2908,55,5,2618,75561
2916,55,5,2618,75857
2917,55,5,2618,75917
2927,55,5,2618,75994
2925,55,5,2618,76074
2935,55,5,2618,76154
2940,56,5,2666,76434
2955,56,5,2666,76518
2946,56,5,2666,76599
2948,56,5,2666,76682
2966,56,5,2666,76766
2961,56,5,2666,77038
2978,56,5,2666,77113
2963,56,5,2666,77196
2977,57,5,2714,77281
2983,57,5,2714,77361
2978,57,5,2714,77435
2986,57,5,2714,77528
2991,57,5,2714,77595
2985,57,5,2714,77675
2992,57,5,2714,77756
2995,57,5,2714,77836
2995,57,5,2714,78115
3015,57,5,2714,78394
3018,57,5,2714,78475
3020,57,5,2714,78567
3016,57,5,2714,78637
3024,57,5,2714,78715
3038,57,5,2714,79026
3033,57,5,2714,79108
3041,58,5,2761,79403
3049,58,5,2761,79469
3057,58,5,2761,79777
3068,59,5,2809,80058
3077,59,5,2809,80137
3094,59,5,2809,80616
3092,59,5,2809,80695
3100,59,5,2809,80978
3111,59,5,2809,81257
3110,59,5,2809,81337
3106,59,5,2809,81414
3110,59,5,2809,81725
3117,59,5,2809,81807
3120,59,5,2809,81891
3105,59,5,2809,81968
3103,59,5,2809,82045
3112,59,5,2809,82129
3120,59,5,2809,82204
3109,59,5,2809,82286
3105,59,5,2809,82367
3115,59,5,2809,82445
3107,59,5,2809,82525
3112,59,5,2809,82611
3109,59,5,2809,82696
3108,59,5,2809,82781
3092,59,5,2809,83047
3111,59,5,2809,83127
3091,59,5,2809,83408
3091,59,5,2809,83491
3082,59,5,2809,83569
3092,59,5,2809,83643
3084,59,5,2809,83725
3077,59,5,2809,83806
3078,58,5,2761,84091
3068,58,5,2761,84163
3063,58,5,2761,84244
3060,58,5,2761,84325
3056,58,5,2761,84408
3052,58,5,2761,84487
3065,58,5,2761,84765
3036,57,5,2714,84851
3022,57,5,2714,84925
3036,58,5,2761,85209
3028,57,5,2714,85293
3022,57,5,2714,85566
3034,58,5,2761,85848
3021,57,5,2714,85930
3024,57,5,2714,86008
3022,57,5,2714,86091
3035,57,5,2714,86171
3037,58,5,2761,86446
3034,57,5,2714,86528
3038,57,5,2714,86606
3037,58,5,2761,86888
3053,58,5,2761,86965
3056,59,5,2809,87455
3058,58,5,2761,87526
3074,58,5,2761,87604
3064,59,5,2809,87685
3073,59,5,2809,87966
3071,59,5,2809,88048
3074,59,5,2809,88328
3078,59,5,2809,88405
3073,59,5,2809,88487
3075,59,5,2809,88578
3081,59,5,2809,89071
3091,59,5,2809,89378
3089,59,5,2809,89649
3069,59,5,2809,89752
3068,59,5,2809,90041
3084,59,5,2809,90108
3082,59,5,2809,90188
3079,59,5,2809,90265
3071,59,5,2809,90345
3073,59,5,2809,90486
3079,59,5,2809,90785
3077,59,5,2809,90879
3069,58,5,2761,91570
3046,58,5,2761,91855
3046,58,5,2761,91950
3054,58,5,2761,92229
3037,58,5,2761,92304
3029,57,5,2714,92387
3025,57,5,2714,92471
3041,57,5,2714,92547
3043,58,5,2761,92662
3033,57,5,2714,92960
3042,58,5,2761,93247
3047,58,5,2761,93349
3040,58,5,2761,93406
3047,58,5,2761,93487
3043,58,5,2761,93567
3042,58,5,2761,93849
3047,58,5,2761,94126
3055,58,5,2761,94611
3038,57,5,2714,94690
3035,58,5,2761,95444
3053,58,5,2761,95944
3078,59,5,2809,96636
3096,59,5,2809,96921
3085,59,5,2809,96997
3093,59,5,2809,97077
3096,59,5,2809,97155
3094,59,5,2809,97243
3102,59,5,2809,97319
3087,59,5,2809,97599
3096,59,5,2809,97675
3093,59,5,2809,97755
3087,59,5,2809,98259
3073,59,5,2809,98345
3081,59,5,2809,98426
3081,59,5,2809,98505
3077,59,5,2809,98594
3081,59,5,2809,98669
3068,59,5,2809,98767
3067,58,5,2761,98828
3069,58,5,2761,98905
3058,58,5,2761,98988
3048,58,5,2761,99466
3037,58,5,2761,99545
3045,58,5,2761,99659
3049,58,5,2761,99739
3051,58,5,2761,99823
3042,58,5,2761,99896
3016,57,5,2714,100182
2993,57,5,2714,100262
2997,57,5,2714,100536
2955,57,5,2714,100615
2967,56,5,2666,100732
2915,55,5,2618,101487
2898,55,5,2618,101567
2863,54,5,2571,101649
2842,54,5,2571,101732
2848,54,5,2571,101840
2866,54,5,2571,102126
2823,54,5,2571,102426
2832,54,5,2571,102518
2825,54,5,2571,102655
2821,54,5,2571,102947
2842,54,5,2571,103006
2825,54,5,2571,103088
2854,54,5,2571,103366
2843,54,5,2571,103447
2860,54,5,2571,103751
2886,55,5,2618,104036
2886,55,5,2618,104121
2892,55,5,2618,104195
2893,55,5,2618,104494
2917,55,5,2618,104586
2923,55,5,2618,104668
2932,55,5,2618,104782
2933,55,5,2618,104856
2945,56,5,2666,105150
2959,56,5,2666,105245
2970,56,5,2666,105341
2970,56,5,2666,105407
2985,57,5,2714,105489
2994,57,5,2714,105569
2996,57,5,2714,105648
3001,57,5,2714,105731
3006,57,5,2714,105835
3025,57,5,2714,105920
3019,57,5,2714,105998
3027,57,5,2714,106080
3029,57,5,2714,106159
3048,58,5,2761,106265
3055,58,5,2761,106345
3048,58,5,2761,106450
3051,58,5,2761,106510
3052,58,5,2761,106616
3061,58,5,2761,106917
3062,58,5,2761,107010
3070,59,5,2809,107087
3069,59,5,2809,107169
3069,59,5,2809,107249
3067,59,5,2809,107326
3066,59,5,2809,107405
3069,59,5,2809,107705
3075,59,5,2809,107797
3079,59,5,2809,107876
3070,59,5,2809,107958
3074,59,5,2809,108068
3068,59,5,2809,108149
3070,58,5,2761,108228
3076,59,5,2809,108308
3079,59,5,2809,108419
3074,59,5,2809,108497
3068,58,5,2761,108575
3069,59,5,2809,108655
3074,59,5,2809,108769
3070,59,5,2809,108848
3074,59,5,2809,109139
3075,59,5,2809,109207
3076,59,5,2809,109298
3073,59,5,2809,109366
3067,58,5,2761,109446
3079,59,5,2809,109726
3059,58,5,2761,110020
3054,58,5,2761,110090
3074,58,5,2761,110166
3072,59,5,2809,110294
3068,58,5,2761,110357
3067,58,5,2761,110453
3062,58,5,2761,110521
3063,59,5,2809,110799
3064,58,5,2761,110878
3060,58,5,2761,110967
3060,58,5,2761,111072
3057,58,5,2761,111149
3045,58,5,2761,111225
3059,58,5,2761,111321
3052,58,5,2761,111421
3045,58,5,2761,111497
3050,58,5,2761,111580
3049,58,5,2761,111660
3051,58,5,2761,111737
3055,58,5,2761,112040
3049,58,5,2761,112161
3052,58,5,2761,112239
3049,58,5,2761,112318
3056,58,5,2761,112396
3044,58,5,2761,112478
3034,58,5,2761,112562
3022,57,5,2714,112640
2962,57,5,2714,112716
3066,57,4,3405,112824
3011,57,5,2714,113112
3030,57,5,2714,113218
3012,57,5,2714,113296
2992,57,5,2714,113381
2979,57,5,2714,113858
2974,56,5,2666,113978
2944,56,5,2666,114050
2970,56,5,2666,114333
2915,55,5,2618,114410
2898,55,5,2618,114723
2889,55,5,2618,114796
2880,55,5,2618,114880
2864,54,5,2571,114960
2855,54,5,2571,115047
2833,54,5,2571,115118
2831,54,5,2571,115199
2816,54,5,2571,115275
2801,53,5,2523,115377
2783,53,5,2523,115466
2778,53,5,2523,115545
2702,51,5,2428,115825
2697,51,5,2428,115910
2691,51,5,2428,115991
2678,51,5,2428,116065
2515,49,5,2333,116576
2037,47,5,2237,116861
1602,46,5,2190,117347
1127,45,5,2142,117415
952,45,5,2142,118109
1600,45,5,2142,118398
3119,45,3,3450,118489
3178,45,3,3450,118567
3009,45,4,2688,118646
3001,45,4,2688,118727
3015,45,4,2688,118817
2972,45,4,2688,118889
2957,45,4,2688,118972
3042,45,4,2688,119063
2971,45,4,2688,119155
3019,45,4,2688,119249
2964,45,4,2688,119318
2987,45,4,2688,119418
2957,45,4,2688,119510
2981,45,4,2688,119587
2954,45,4,2688,119668
2954,45,4,2688,119747
2951,44,4,2628,119828
2943,44,4,2628,119937
2932,44,4,2628,120019
2927,44,4,2628,120098
2929,44,4,2628,120205
2905,44,4,2628,120285
2904,44,4,2628,120367
2895,44,4,2628,120447
2896,44,4,2628,120571
2881,44,4,2628,120642
2820,43,4,2568,121169
2816,43,4,2568,121258
2847,43,4,2568,121336
2822,42,4,2509,121417
2840,42,4,2509,121503
2830,42,4,2509,121580
2817,42,4,2509,121687
2817,42,4,2509,121766
2829,42,4,2509,121848
2815,42,4,2509,121926
2783,42,4,2509,122035
2797,42,4,2509,122126
2768,42,4,2509,122197
2769,42,4,2509,122276
2760,42,4,2509,122360
2758,42,4,2509,122452
2769,42,4,2509,122518
2756,42,4,2509,122598
2747,42,4,2509,122677
2749,41,4,2449,123008
2709,41,4,2449,123072
2695,41,4,2449,123187
2699,41,4,2449,123258
2676,41,4,2449,123337
2697,41,4,2449,123424
2687,41,4,2449,123497
2660,40,4,2389,123580
2634,40,4,2389,123660
2675,40,4,2389,123766
2639,40,4,2389,123878
2620,39,4,2329,123969
2632,39,4,2329,124239
2609,39,4,2329,124316
2606,39,4,2329,124396
2607,39,4,2329,124476
2586,39,4,2329,124557
2567,39,4,2329,124636
2573,39,4,2329,124719
2573,39,4,2329,124797
2567,39,4,2329,124890
2563,39,4,2329,124959
2543,39,4,2329,125041
2566,39,4,2329,125129
2591,39,4,2329,125408
2577,39,4,2329,125488
2585,39,4,2329,125559
2587,39,4,2329,125692
2601,39,4,2329,125781
2598,39,4,2329,125871
2611,39,4,2329,125949
2612,39,4,2329,126034
2620,39,4,2329,126137
2627,39,4,2329,126207
2619,39,4,2329,126287
2624,39,4,2329,126366
2628,40,4,2389,126449
2637,40,4,2389,126526
2636,40,4,2389,126606
2636,40,4,2389,126888
2634,40,4,2389,126971
2631,40,4,2389,127048
2625,40,4,2389,127161
2567,40,4,2389,127238
2626,39,4,2329,127315
2625,39,4,2329,127396
2602,39,4,2329,127476
2610,39,4,2329,127586
2599,39,4,2329,127666
2592,39,4,2329,127750
2584,39,4,2329,127839
2585,39,4,2329,127948
2572,39,4,2329,128022
2570,39,4,2329,128099
2595,39,4,2329,128377
2563,39,4,2329,128456
2535,38,4,2270,128539
2552,38,4,2270,128646
2572,38,4,2270,128727
2596,38,3,2914,128810
2517,38,4,2270,128886
2567,38,4,2270,128982
2532,39,4,2329,129049
2565,39,4,2329,129349
2589,39,4,2329,129642
2600,39,4,2329,129752
2617,39,4,2329,129827
2608,39,4,2329,129909
2616,39,4,2329,129989
2625,39,4,2329,130067
2632,40,4,2389,130177
2642,40,4,2389,130275
2639,40,4,2389,130340
2641,40,4,2389,130618
2669,40,4,2389,130707
2666,40,4,2389,130830
2675,41,4,2449,130916
2691,41,4,2449,130997
2690,41,4,2449,131080
2704,41,4,2449,131360
2722,41,4,2449,131440
2729,41,4,2449,131516
2732,41,4,2449,131603
2745,41,4,2449,131681
2743,41,4,2449,131761
2764,42,4,2509,131837
